swww 0.10.3-1
systemd 257.7-1
systemd-libs 257.7-1
systemd-sysvcompat 257.7-1
taglib 2.1-1
tailscale 1.84.0-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.13-1
texinfo 7.2-1
texlive-basic 2025.2-1
texlive-bin 2025.2-1
texlive-latex 2025.2-1
texlive-latexextra 2025.2-1
texlive-latexrecommended 2025.2-1
texlive-pictures 2025.2-1
thefuck 3.32-11
thin-provisioning-tools 1.2.0-1
thunar 4.20.3-1
tinysparql 3.9.2-2
tk 8.6.16-1
tldr 3.4.1-1
tmux 3.5_a-1
tomlplusplus 3.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-2
tpm2-tss 4.1.3-1
tree 2.2.1-1
tree-sitter 0.25.6-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.0-1
tree-sitter-query 0.6.2-1
tree-sitter-vim 0.6.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.23-1
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.4.0-1
ttf-meslo-nerd-font-powerlevel10k 2.3.3-1
ttf-roboto-mono-nerd 3.4.0-1
tzdata 2025b-1
uchardet 0.0.8-3
udisks2 2.10.1-6
unibilium 2.1.2-1
unzip 6.0-22
upower 1.90.9-1
usbutils 018-1
uthash 2.3.0-2
util-linux 2.41.1-1
util-linux-libs 2.41.1-1
v4l-utils 1.30.1-1
vapoursynth R70-2
vid.stab 1.1.1-2
vimiv 0.9.1-9
visual-studio-code-bin 1.101.1-1
vlc 3.0.21-24
vmaf 3.0.0-1
volume_key 0.3.12-11
vpnc 1:0.5.3.r539.r239-1
vulkan-headers 1:1.4.313.0-1
vulkan-icd-loader 1.4.313.0-1
waybar 0.13.0-1
wayland 1.23.1-2
wayland-protocols 1.45-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-2
which 2.23-1
wireplumber 0.5.10-1
wl-clipboard 1:2.2.1-2
wl-color-picker 1.4-1
wlogout 1.2.2-0
wlsunset 0.4.0-1
woff2 1.0.2-6
wofi 1.4.1-1
wofi-calc 1.1-3
wormhole-rs 0.7.6-0
wpa_supplicant 2:2.11-3
wtype 0.4-2
x264 3:0.164.r3108.31e19f9-2
x265 4.1-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-8
xdg-desktop-portal 1.20.3-1
xdg-desktop-portal-hyprland 1.3.9-10
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xfconf 4.20.0-2
xkeyboard-config 2.45-1
xmlsec 1.3.7-2
xorg-fonts-encodings 1.1.0-1
xorg-server-common 21.1.18-2
xorg-setxkbmap 1.3.4-2
xorg-xkbcomp 1.4.7-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xset 1.2.5-2
xorg-xwayland 24.1.8-1
xorgproto 2024.1-2
xournalpp 1.2.7-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yarn 1.22.22-2
youtube-music-bin 3.9.0-1
yyjson 0.11.1-1
zellij 0.42.2-1
zen-browser-bin 1.13.2b-2
zenity 4.1.90-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zoxide 0.9.8-2
zsh 5.9-5
zsh-autopair-git 1.0.r9.g449a7c3-1
zsh-autosuggestions 0.7.1-1
zsh-completions-git 0.35.0.r216.ge07f6fb-1
zsh-fast-syntax-highlighting 1.55-2
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-1
zsh-theme-powerlevel10k 1.20.15-1
zsh-vi-mode 0.11.0-1
zsh-you-should-use 1.10.0-1
zstd 1.5.7-2
zxing-cpp 2.3.0-5
zziplib 0.13.80-1
